gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,entrez_gene,gs_cat,gs_subcat
STMN1,3925,ENSG00000117632,STMN1,3925,ENSG00000117632,STMN1,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,3925,H,
TALDO1,6888,ENSG00000177156,TALDO1,6888,ENSG00000177156,TALDO1,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,6888,H,
TFF3,7033,ENSG00000160180,TFF3,7033,ENSG00000160180,TFF3,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7033,H,
TGFA,7039,ENSG00000163235,TGFA,7039,ENSG00000163235,TGFA,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7039,H,
TGFBI,7045,ENSG00000120708,TGFBI,7045,ENSG00000120708,TGFBI,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7045,H,
TKTL1,8277,ENSG00000007350,TKTL1,8277,ENSG00000007350,TKTL1,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,8277,H,
TPBG,7162,ENSG00000146242,TPBG,7162,ENSG00000146242,TPBG,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7162,H,
TPI1,7167,ENSG00000111669,TPI1,7167,ENSG00000111669,TPI1,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7167,H,
TPST1,8460,ENSG00000169902,TPST1,8460,ENSG00000169902,TPST1,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,8460,H,
TXN,7295,ENSG00000136810,TXN,7295,ENSG00000136810,TXN,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7295,H,
UGP2,7360,ENSG00000169764,UGP2,7360,ENSG00000169764,UGP2,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7360,H,
VCAN,1462,ENSG00000038427,VCAN,1462,ENSG00000038427,VCAN,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,1462,H,
VEGFA,7422,ENSG00000112715,VEGFA,7422,ENSG00000112715,VEGFA,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7422,H,
VLDLR,7436,ENSG00000147852,VLDLR,7436,ENSG00000147852,VLDLR,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,7436,H,
XYLT2,64132,ENSG00000015532,XYLT2,64132,ENSG00000015532,XYLT2,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,64132,H,
ZNF292,23036,ENSG00000188994,ZNF292,23036,ENSG00000188994,ZNF292,M5937,HALLMARK_GLYCOLYSIS,H,,Hallmark,Genes encoding proteins involved in glycolysis and gluconeogenesis.,HS,26771021,,,,2025.1.Hs,HS,23036,H,
ACHE,43,ENSG00000087085,ACHE,43,ENSG00000087085,ACHE,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,43,H,
ADGRG1,9289,ENSG00000205336,ADGRG1,9289,ENSG00000205336,GPR56,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,9289,H,
AMOT,154796,ENSG00000126016,AMOT,154796,ENSG00000126016,AMOT,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,154796,H,
CDK5R1,8851,ENSG00000176749,CDK5R1,8851,ENSG00000176749,CDK5R1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,8851,H,
CDK6,1021,ENSG00000105810,CDK6,1021,ENSG00000105810,CDK6,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,1021,H,
CELSR1,9620,ENSG00000075275,CELSR1,9620,ENSG00000075275,CELSR1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,9620,H,
CNTFR,1271,ENSG00000122756,CNTFR,1271,ENSG00000122756,CNTFR,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,1271,H,
CRMP1,1400,ENSG00000072832,CRMP1,1400,ENSG00000072832,CRMP1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,1400,H,
DPYSL2,1808,ENSG00000092964,DPYSL2,1808,ENSG00000092964,DPYSL2,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,1808,H,
ETS2,2114,ENSG00000157557,ETS2,2114,ENSG00000157557,ETS2,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,2114,H,
GLI1,2735,ENSG00000111087,GLI1,2735,ENSG00000111087,GLI1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,2735,H,
HEY1,23462,ENSG00000164683,HEY1,23462,ENSG00000164683,HEY1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,23462,H,
HEY2,23493,ENSG00000135547,HEY2,23493,ENSG00000135547,HEY2,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,23493,H,
L1CAM,3897,ENSG00000198910,L1CAM,3897,ENSG00000198910,L1CAM,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,3897,H,
LDB1,8861,ENSG00000198728,LDB1,8861,ENSG00000198728,LDB1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,8861,H,
MYH9,4627,ENSG00000100345,MYH9,4627,ENSG00000100345,MYH9,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,4627,H,
NF1,4763,ENSG00000196712,NF1,4763,ENSG00000196712,NF1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,4763,H,
NKX6-1,4825,ENSG00000163623,NKX6-1,4825,ENSG00000163623,NKX6-1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,4825,H,
NRCAM,4897,ENSG00000091129,NRCAM,4897,ENSG00000091129,NRCAM,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,4897,H,
NRP1,8829,ENSG00000099250,NRP1,8829,ENSG00000099250,NRP1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,8829,H,
NRP2,8828,ENSG00000118257,NRP2,8828,ENSG00000118257,NRP2,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,8828,H,
OPHN1,4983,ENSG00000079482,OPHN1,4983,ENSG00000079482,OPHN1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,4983,H,
PLG,5340,ENSG00000122194,PLG,5340,ENSG00000122194,PLG,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,5340,H,
PML,5371,ENSG00000140464,PML,5371,ENSG00000140464,PML,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,5371,H,
PTCH1,5727,ENSG00000185920,PTCH1,5727,ENSG00000185920,PTCH1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,5727,H,
RASA1,5921,ENSG00000145715,RASA1,5921,ENSG00000145715,RASA1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,5921,H,
RTN1,6252,ENSG00000139970,RTN1,6252,ENSG00000139970,RTN1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,6252,H,
SCG2,7857,ENSG00000171951,SCG2,7857,ENSG00000171951,SCG2,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,7857,H,
SHH,6469,ENSG00000164690,SHH,6469,ENSG00000164690,SHH,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,6469,H,
SLIT1,6585,ENSG00000187122,SLIT1,6585,ENSG00000187122,SLIT1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,6585,H,
THY1,7070,ENSG00000154096,THY1,7070,ENSG00000154096,THY1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,7070,H,
TLE1,7088,ENSG00000196781,TLE1,7088,ENSG00000196781,TLE1,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,7088,H,
TLE3,7090,ENSG00000140332,TLE3,7090,ENSG00000140332,TLE3,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,7090,H,
UNC5C,8633,ENSG00000182168,UNC5C,8633,ENSG00000182168,UNC5C,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,8633,H,
VEGFA,7422,ENSG00000112715,VEGFA,7422,ENSG00000112715,VEGFA,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,7422,H,
VLDLR,7436,ENSG00000147852,VLDLR,7436,ENSG00000147852,VLDLR,M5919,HALLMARK_HEDGEHOG_SIGNALING,H,,Hallmark,Genes up-regulated by activation of hedgehog signaling.,HS,26771021,,,,2025.1.Hs,HS,7436,H,
ABCB6,10058,ENSG00000115657,ABCB6,10058,ENSG00000115657,ABCB6,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,10058,H,
ABCG2,9429,ENSG00000118777,ABCG2,9429,ENSG00000118777,ABCG2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,9429,H,
ACKR1,2532,ENSG00000213088,ACKR1,2532,ENSG00000213088,DARC,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,2532,H,
ACP5,54,ENSG00000102575,ACP5,54,ENSG00000102575,ACP5,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,54,H,
ACSL6,23305,ENSG00000164398,ACSL6,23305,ENSG00000164398,ACSL6,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,23305,H,
ADD1,118,ENSG00000087274,ADD1,118,ENSG00000087274,ADD1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,118,H,
ADD2,119,ENSG00000075340,ADD2,119,ENSG00000075340,ADD2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,119,H,
ADIPOR1,51094,ENSG00000159346,ADIPOR1,51094,ENSG00000159346,ADIPOR1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,51094,H,
AGPAT4,56895,ENSG00000026652,AGPAT4,56895,ENSG00000026652,AGPAT4,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,56895,H,
AHSP,51327,ENSG00000169877,AHSP,51327,ENSG00000169877,AHSP,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,51327,H,
ALAD,210,ENSG00000148218,ALAD,210,ENSG00000148218,ALAD,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,210,H,
ALAS2,212,ENSG00000158578,ALAS2,212,ENSG00000158578,ALAS2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,212,H,
ALDH1L1,10840,ENSG00000144908,ALDH1L1,10840,ENSG00000144908,ALDH1L1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,10840,H,
ALDH6A1,4329,ENSG00000119711,ALDH6A1,4329,ENSG00000119711,ALDH6A1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,4329,H,
ANK1,286,ENSG00000029534,ANK1,286,ENSG00000029534,ANK1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,286,H,
AQP3,360,ENSG00000165272,AQP3,360,ENSG00000165272,AQP3,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,360,H,
ARHGEF12,23365,ENSG00000196914,ARHGEF12,23365,ENSG00000196914,ARHGEF12,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,23365,H,
ARL2BP,23568,ENSG00000102931,ARL2BP,23568,ENSG00000102931,ARL2BP,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,23568,H,
ASNS,440,ENSG00000070669,ASNS,440,ENSG00000070669,ASNS,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,440,H,
ATG4A,115201,ENSG00000101844,ATG4A,115201,ENSG00000101844,ATG4A,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,115201,H,
ATP6V0A1,535,ENSG00000033627,ATP6V0A1,535,ENSG00000033627,ATP6V0A1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,535,H,
BACH1,571,ENSG00000156273,BACH1,571,ENSG00000156273,BACH1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,571,H,
BCAM,4059,ENSG00000187244,BCAM,4059,ENSG00000187244,BCAM,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,4059,H,
BLVRA,644,ENSG00000106605,BLVRA,644,ENSG00000106605,BLVRA,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,644,H,
BLVRB,645,ENSG00000090013,BLVRB,645,ENSG00000090013,BLVRB,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,645,H,
BMP2K,55589,ENSG00000138756,BMP2K,55589,ENSG00000138756,BMP2K,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,55589,H,
BNIP3L,665,ENSG00000104765,BNIP3L,665,ENSG00000104765,BNIP3L,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,665,H,
BPGM,669,ENSG00000172331,BPGM,669,ENSG00000172331,BPGM,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,669,H,
BSG,682,ENSG00000172270,BSG,682,ENSG00000172270,BSG,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,682,H,
BTG2,7832,ENSG00000159388,BTG2,7832,ENSG00000159388,BTG2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,7832,H,
BTRC,8945,ENSG00000166167,BTRC,8945,ENSG00000166167,BTRC,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,8945,H,
C3,718,ENSG00000125730,C3,718,ENSG00000125730,C3,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,718,H,
CA1,759,ENSG00000133742,CA1,759,ENSG00000133742,CA1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,759,H,
CA2,760,ENSG00000104267,CA2,760,ENSG00000104267,CA2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,760,H,
CAST,831,ENSG00000153113,CAST,831,ENSG00000153113,CAST,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,831,H,
CAST,831,ENSG00000310517,CAST,831,ENSG00000310517,CAST,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,831,H,
CAT,847,ENSG00000121691,CAT,847,ENSG00000121691,CAT,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,847,H,
CCDC28A,25901,ENSG00000024862,CCDC28A,25901,ENSG00000024862,CCDC28A,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,25901,H,
CCND3,896,ENSG00000112576,CCND3,896,ENSG00000112576,CCND3,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,896,H,
CDC27,996,ENSG00000004897,CDC27,996,ENSG00000004897,CDC27,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,996,H,
CDR2,1039,ENSG00000140743,CDR2,1039,ENSG00000140743,CDR2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,1039,H,
CIR1,9541,ENSG00000138433,CIR1,9541,ENSG00000138433,CIR1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,9541,H,
CLCN3,1182,ENSG00000109572,CLCN3,1182,ENSG00000109572,CLCN3,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,1182,H,
CLIC2,1193,ENSG00000155962,CLIC2,1193,ENSG00000155962,CLIC2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,1193,H,
CPOX,1371,ENSG00000080819,CPOX,1371,ENSG00000080819,CPOX,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,1371,H,
CROCCP2,84809,ENSG00000215908,CROCCP2,84809,ENSG00000215908,CROCCP2,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,84809,H,
CTNS,1497,ENSG00000040531,CTNS,1497,ENSG00000040531,CTNS,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,1497,H,
CTSB,1508,ENSG00000164733,CTSB,1508,ENSG00000164733,CTSB,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,1508,H,
CTSE,1510,ENSG00000196188,CTSE,1510,ENSG00000196188,CTSE,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,1510,H,
DAAM1,23002,ENSG00000100592,DAAM1,23002,ENSG00000100592,DAAM1,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,23002,H,
DCAF10,79269,ENSG00000122741,DCAF10,79269,ENSG00000122741,DCAF10,M5945,HALLMARK_HEME_METABOLISM,H,,Hallmark,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,HS,26771021,,,,2025.1.Hs,HS,79269,H,
